"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"Pre-treatment_Post-treatment",0.0761568581594962,"Otu00002",0.05750182024779,0.0790650028407113,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0259956766630988,0.0218545403415935,0.132911325485343,0.0880613660083658
"2",2,"Pre-treatment_Post-treatment",0.0613566743927728,"Otu00001",0.0430028756456347,0.0675759474431403,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia",0.0572513243269451,0.114182810622478,0.0698093212870279,0.0209585135857916
"3",3,"Pre-treatment_Post-treatment",0.049090564750554,"Otu00005",0.0017201435751819,0.00378431586540018,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides",0.0838579004110846,0.0635987751046693,0.00812249091274815,0.00610481954377239
"4",4,"Pre-treatment_Post-treatment",0.046879058584333,"Otu00012",0.000326940444459766,0.00126911424811509,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0025121357935634,0.00339326648833978,0.0756583675818266,0.0245131952540159
"5",5,"Pre-treatment_Post-treatment",0.045955231201803,"Otu00006",0.291615164738987,0.320776681212886,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0716518298398316,0.0970665827658987,0.0023351601081608,0.00514355772613343
"6",6,"Pre-treatment_Post-treatment",0.041705352673067,"Otu00011",0.15670166534364,0.191524257642227,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0653751343906943,0.0692480932760354,0.000467378770192296,0.000488341151657094
"7",7,"Pre-treatment_Post-treatment",0.041306428091557,"Otu00014",0.000133114077283624,0.00126911424811509,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0,0,0.0644569697026297,0.02730125092069
"8",8,"Pre-treatment_Post-treatment",0.038448490536116,"Otu00013",0.963700891903045,0.963700891903045,"Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma",0.059605047542589,0.0745982700951437,0.00379285774694543,0.00361345631684372
"9",9,"Pre-treatment_Post-treatment",0.034943677324175,"Otu00004",0.0023158069098906,0.00424564600146611,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0517292705203968,0.0158103623330795,0.104364381620143,0.0303497696578087
"10",10,"Pre-treatment_Post-treatment",0.032509447653078,"Otu00010",0.000346122067667751,0.00126911424811509,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium",0.00959245147718155,0.00552754879778093,0.0603033701533755,0.0184783566295467
"11",11,"Pre-treatment_Post-treatment",0.024176772783965,"Otu00015",0.000479364928051719,0.00131825355214223,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0377841313193833,0.0241410085159888,0,0
