Group,Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
Post,Low Fat_High Fat,0.057558785,Otu00004,0.000231122,0.003121309,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.012194069,0.011568253,0.104364382,0.03034977
Post,Low Fat_High Fat,0.047085639,Otu00023,0.006181081,0.020778953,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.07915109,0.059428936,0.00702001,0.012358564
Post,Low Fat_High Fat,0.04496697,Otu00012,0.000235566,0.003121309,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.003670881,0.00318113,0.075658368,0.024513195
Post,Low Fat_High Fat,0.040266361,Otu00014,7.10E-05,0.002242883,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0,0,0.06445697,0.027301251
Post,Low Fat_High Fat,0.033392675,Otu00001,0.072448014,0.165895451,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.10886258,0.051480248,0.069809321,0.020958514
Post,Low Fat_High Fat,0.032586617,Otu00010,0.000237061,0.003121309,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma,0.008114419,0.005272128,0.06030337,0.018478357
Post,Low Fat_High Fat,0.024805317,Otu00008,0.000346867,0.003132112,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.03965347,0.050801682,0,0
Post,Low Fat_High Fat,0.023909666,Otu00003,0.007050729,0.022735004,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.033837011,0.019212545,0.06766556,0.026743591
Post,Low Fat_High Fat,0.020624154,Otu00011,0.043888313,0.112593447,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.033021007,0.030355694,0.000467379,0.000488341
Post,Low Fat_High Fat,0.020496184,Otu00006,0.172775416,0.332908729,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.032827599,0.049517006,0.00233516,0.005143558
Post,Low Fat_Saccharin,0.095696176,Otu00002,0.00018941,0.003121309,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.001896913,0.005818513,0.15332186,0.111776718
Post,Low Fat_Saccharin,0.063040226,Otu00007,0.023709076,0.068109711,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0.101626902,0.103826424,0.011926652,0.01800508
Post,Low Fat_Saccharin,0.057425168,Otu00004,0.002747188,0.010403244,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.012194069,0.011568253,0.100423194,0.040870261
Post,Low Fat_Saccharin,0.04767974,Otu00023,0.006560051,0.021593502,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Oscillibacter,0.07915109,0.059428936,0.006283012,0.008023404
Post,Low Fat_Saccharin,0.039805391,Otu00012,0.001079836,0.005687138,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.003670881,0.00318113,0.066422285,0.037559764
Post,Low Fat_Saccharin,0.037473748,Otu00001,0.713182911,0.804877857,Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus,0.10886258,0.051480248,0.098038442,0.057276214
Post,Low Fat_Saccharin,0.035784619,Otu00010,0.000237061,0.003121309,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_9,0.008114419,0.005272128,0.064765424,0.031369421
Post,Low Fat_Saccharin,0.024967718,Otu00008,0.000551404,0.003803801,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.03965347,0.050801682,5.81E-05,0.000174338
Post,Low Fat_Saccharin,0.024826746,Otu00009,0.216595493,0.397931255,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.016448981,0.028648457,0.041614691,0.035236241
Post,Low Fat_Saccharin,0.020832647,Otu00021,0.002000891,0.008781689,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.033032613,0.029808323,5.81E-05,0.000174155
Post,Low Fat_Saccharin,0.020739962,Otu00011,0.044182239,0.112593447,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.033021007,0.030355694,0.000640447,0.000682989
Post,Low Fat_Saccharin,0.020656958,Otu00006,0.172775416,0.332908729,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_unclassified,0.032827599,0.049517006,0.000409052,0.00073371
Post,Low Fat_Stevia,0.061092463,Otu00007,0.593190892,0.7304933,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.101626902,0.103826424,0.033181868,0.028067469
Post,Low Fat_Stevia,0.054399691,Otu00014,9.55E-05,0.002514524,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0,0,0.087062914,0.02802722
Post,Low Fat_Stevia,0.048235024,Otu00023,0.004360842,0.015659385,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.07915109,0.059428936,0.003854555,0.006302975
Post,Low Fat_Stevia,0.047213869,Otu00004,0.000366224,0.003132112,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.012194069,0.011568253,0.087808481,0.029561007
