"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"Low Fat_High Fat",0.111895687971747,"Otu00001",0.251071195279146,0.831064731443306,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.106934656648294,0.134523337592048,0.0572513243269451,0.114182810622478
"2",2,"Low Fat_High Fat",0.075614989946633,"Otu00006",1,1,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia",0.0486813880147563,0.0643975636651871,0.0716518298398316,0.0970665827658987
"3",3,"Low Fat_High Fat",0.061189514682514,"Otu00013",0.894641927640353,0.963717472704283,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides",0.0490838543116321,0.0542611523432146,0.059605047542589,0.0745982700951437
"4",4,"Low Fat_High Fat",0.057676637038874,"Otu00005",0.0940220449511787,0.685017756072874,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0372603378069153,0.0287638119571072,0.0838579004110846,0.0635987751046693
"5",5,"Low Fat_High Fat",0.057665078411916,"Otu00011",0.402411972328977,0.831064731443306,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0451030433497205,0.0434425029092956,0.0653751343906943,0.0692480932760354
"6",6,"Low Fat_High Fat",0.05756655776626,"Otu00007",0.322351565567512,0.831064731443306,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0582359490653724,0.10255892833892,0.0111798561594639,0.0225604007583404
"7",7,"Low Fat_High Fat",0.055511169078142,"Otu00009",0.246596780059755,0.831064731443306,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0375912616781294,0.0687010625203879,0.0312280701754386,0.0936842105263158
"8",8,"Low Fat_Saccharin",0.108230582137558,"Otu00001",0.675464146504062,0.883299268505312,"Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma",0.106934656648294,0.134523337592048,0.0716885549312731,0.0989470938468036
"9",9,"Low Fat_Saccharin",0.084708822457392,"Otu00005",0.0724480135297866,0.615808115003186,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0372603378069153,0.0287638119571072,0.115047413674704,0.114382311766388
"10",10,"Low Fat_Saccharin",0.064268118657586,"Otu00006",0.560848071655305,0.845554292476157,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium",0.0486813880147563,0.0643975636651871,0.0634219431382856,0.0748605856116325
