"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"Pre-treatment_Post-treatment",0.38703790386139,"Otu00010",0.00457443945621068,0.00914887891242137,"Bacteroidetes - NA - NA - NA - NA",0.446777537686164,0.0886644576934498,0.614841719673857,0.0849895269453548
"2",2,"Female_Male",0.384018982199946,"Otu00010",0.207578442335624,0.207578442335624,"Verrucomicrobia - NA - NA - NA - NA",0.488050055020772,0.129977472521852,0.573569202339249,0.100755301550378
