"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"Pre-treatment_Post-treatment",0.4104486568164,"Otu00001",0.00650170237308183,0.0130034047461637,"Bacteroidetes - NA - NA - NA - NA",0.470163460860694,0.109443680789986,0.595445653028643,0.0629549535329263
"2",2,"Male_Female",0.369412073573168,"Otu00010",0.0191099222068444,0.0191099222068444,"Verrucomicrobia - NA - NA - NA - NA",0.43370002604982,0.100150703536887,0.335074509898484,0.0693987688014291
