"","Comparison","SIMPER","OTU"
"1","Low Fat_High Fat",0.222364211155983,"Otu00001"
"2","Low Fat_High Fat",0.097232676385603,"Otu00012"
"3","Low Fat_High Fat",0.086327662329911,"Otu00002"
"4","Low Fat_High Fat",0.078393798071405,"Otu00015"
"5","Low Fat_Saccharin",0.173407822028776,"Otu00001"
"6","Low Fat_Saccharin",0.11589238521687,"Otu00002"
"7","Low Fat_Saccharin",0.090441840648928,"Otu00012"
"8","Low Fat_Saccharin",0.086459701745182,"Otu00015"
"9","Low Fat_Stevia",0.192244322958847,"Otu00001"
"10","Low Fat_Stevia",0.110289611046747,"Otu00012"
"11","Low Fat_Stevia",0.081148164021845,"Otu00015"
"12","Low Fat_Stevia",0.069118632723619,"Otu00008"
"13","High Fat_Saccharin",0.203065133233936,"Otu00001"
"14","High Fat_Saccharin",0.120497438308392,"Otu00002"
"15","High Fat_Saccharin",0.0988738025735,"Otu00012"
"16","High Fat_Stevia",0.188584751123982,"Otu00001"
"17","High Fat_Stevia",0.106180827470662,"Otu00012"
"18","High Fat_Stevia",0.096532010036276,"Otu00002"
"19","High Fat_Stevia",0.086058924782926,"Otu00015"
"20","Saccharin_Stevia",0.154173909737181,"Otu00001"
"21","Saccharin_Stevia",0.111163124401392,"Otu00002"
"22","Saccharin_Stevia",0.108353765011306,"Otu00012"
"23","Saccharin_Stevia",0.09259836834658,"Otu00015"
"24","Pre-treatment_Post-treatment",0.18391466467912,"Otu00001"
"25","Pre-treatment_Post-treatment",0.093118283120176,"Otu00015"
"26","Pre-treatment_Post-treatment",0.092842057686764,"Otu00002"
"27","Pre-treatment_Post-treatment",0.091222378814257,"Otu00012"
"28","Male_Female",0.191998820029049,"Otu00001"
"29","Male_Female",0.108087911964818,"Otu00012"
"30","Male_Female",0.094541650258255,"Otu00002"
"31","Male_Female",0.081888118710452,"Otu00015"
