"","Comparison","SIMPER","OTU"
"1","Low Fat_High Fat",0.0781687324487115,"Otu00002"
"2","Low Fat_High Fat",0.0614293675148605,"Otu00004"
"3","Low Fat_High Fat",0.060514396666587,"Otu00007"
"4","Low Fat_High Fat",0.050378541823555,"Otu00023"
"5","Low Fat_High Fat",0.042826943254383,"Otu00012"
"6","Low Fat_High Fat",0.041972979779217,"Otu00014"
"7","Low Fat_High Fat",0.029752192593228,"Otu00142"
"8","Low Fat_High Fat",0.029454301280652,"Otu00001"
"9","Low Fat_High Fat",0.026742865111275,"Otu00010"
"10","Low Fat_High Fat",0.025122404073045,"Otu00033"
"11","Low Fat_High Fat",0.023953360311842,"Otu00011"
"12","Low Fat_High Fat",0.020214922830585,"Otu00021"
"13","Low Fat_Saccharin",0.062123002514267,"Otu00007"
"14","Low Fat_Saccharin",0.057419035410682,"Otu00004"
"15","Low Fat_Saccharin",0.05113832102481,"Otu00023"
"16","Low Fat_Saccharin",0.047804209387312,"Otu00010"
"17","Low Fat_Saccharin",0.034897901747986,"Otu00002"
"18","Low Fat_Saccharin",0.03404711835802,"Otu00012"
"19","Low Fat_Saccharin",0.031188627803495,"Otu00001"
"20","Low Fat_Saccharin",0.030531727034957,"Otu00142"
"21","Low Fat_Saccharin",0.025579892297721,"Otu00051"
"22","Low Fat_Saccharin",0.025241393916153,"Otu00033"
"23","Low Fat_Saccharin",0.02451051145726,"Otu00011"
"24","Low Fat_Saccharin",0.021232660071107,"Otu00014"
"25","Low Fat_Saccharin",0.02076816177501,"Otu00021"
"26","Low Fat_Saccharin",0.020595697404551,"Otu00009"
"27","Low Fat_Stevia",0.0598127850377906,"Otu00007"
"28","Low Fat_Stevia",0.0571669970332844,"Otu00014"
"29","Low Fat_Stevia",0.051054034786264,"Otu00023"
"30","Low Fat_Stevia",0.044426768456996,"Otu00004"
"31","Low Fat_Stevia",0.043576714804442,"Otu00018"
"32","Low Fat_Stevia",0.043441527534359,"Otu00002"
"33","Low Fat_Stevia",0.039317200600687,"Otu00012"
"34","Low Fat_Stevia",0.036772556540593,"Otu00010"
"35","Low Fat_Stevia",0.030069053685579,"Otu00142"
"36","Low Fat_Stevia",0.029291892126825,"Otu00001"
"37","Low Fat_Stevia",0.024977565447616,"Otu00033"
"38","Low Fat_Stevia",0.02428746507837,"Otu00011"
"39","High Fat_Saccharin",0.114125615605111,"Otu00002"
"40","High Fat_Saccharin",0.059280990815599,"Otu00001"
"41","High Fat_Saccharin",0.058287302119716,"Otu00012"
"42","High Fat_Saccharin",0.047563005346518,"Otu00051"
"43","High Fat_Saccharin",0.047276862901723,"Otu00010"
"44","High Fat_Saccharin",0.041917673145816,"Otu00014"
"45","High Fat_Saccharin",0.033811943703832,"Otu00049"
"46","High Fat_Saccharin",0.033469769567352,"Otu00009"
"47","High Fat_Saccharin",0.030661724075718,"Otu00018"
"48","High Fat_Saccharin",0.030435457201918,"Otu00035"
"49","High Fat_Stevia",0.130408913645149,"Otu00002"
"50","High Fat_Stevia",0.087372409381793,"Otu00018"
"51","High Fat_Stevia",0.045073819137486,"Otu00010"
"52","High Fat_Stevia",0.044735956989661,"Otu00004"
"53","High Fat_Stevia",0.044107423527876,"Otu00014"
"54","High Fat_Stevia",0.040704374877817,"Otu00049"
"55","High Fat_Stevia",0.034591363599877,"Otu00001"
"56","High Fat_Stevia",0.031532109597703,"Otu00012"
"57","High Fat_Stevia",0.028682036060554,"Otu00003"
"58","Saccharin_Stevia",0.0798829805313821,"Otu00002"
"59","Saccharin_Stevia",0.0782275332312069,"Otu00018"
"60","Saccharin_Stevia",0.067658064513314,"Otu00014"
"61","Saccharin_Stevia",0.055517818345972,"Otu00012"
"62","Saccharin_Stevia",0.053977841403394,"Otu00010"
"63","Saccharin_Stevia",0.052896278677795,"Otu00001"
"64","Saccharin_Stevia",0.052725722468552,"Otu00051"
"65","Saccharin_Stevia",0.037543370208177,"Otu00049"
