"","Comparison","SIMPER","OTU"
"1","Low Fat_High Fat",0.0702958878688633,"Otu00001"
"2","Low Fat_High Fat",0.0578440211324727,"Otu00007"
"3","Low Fat_High Fat",0.052185875982703,"Otu00002"
"4","Low Fat_High Fat",0.04264943717103,"Otu00006"
"5","Low Fat_High Fat",0.040188464443846,"Otu00004"
"6","Low Fat_High Fat",0.038782705000447,"Otu00008"
"7","Low Fat_High Fat",0.035787620836237,"Otu00011"
"8","Low Fat_High Fat",0.032203398644503,"Otu00005"
"9","Low Fat_High Fat",0.032185274889829,"Otu00013"
"10","Low Fat_High Fat",0.030436652781012,"Otu00023"
"11","Low Fat_High Fat",0.028873201764348,"Otu00009"
"12","Low Fat_High Fat",0.026997028856755,"Otu00012"
"13","Low Fat_Saccharin",0.0698086846014902,"Otu00001"
"14","Low Fat_Saccharin",0.0645749507031968,"Otu00002"
"15","Low Fat_Saccharin",0.058133576021471,"Otu00007"
"16","Low Fat_Saccharin",0.043599630214836,"Otu00005"
"17","Low Fat_Saccharin",0.03978935385485,"Otu00008"
"18","Low Fat_Saccharin",0.038990758073215,"Otu00006"
"19","Low Fat_Saccharin",0.038042787060476,"Otu00004"
"20","Low Fat_Saccharin",0.0305447381392,"Otu00023"
"21","Low Fat_Saccharin",0.029018448741221,"Otu00011"
"22","Low Fat_Saccharin",0.027322701641853,"Otu00009"
"23","Low Fat_Saccharin",0.024745889732284,"Otu00010"
"24","Low Fat_Saccharin",0.024493263299669,"Otu00013"
"25","Low Fat_Stevia",0.0682370035509062,"Otu00001"
"26","Low Fat_Stevia",0.0590668031242368,"Otu00007"
"27","Low Fat_Stevia",0.041661814085306,"Otu00008"
"28","Low Fat_Stevia",0.03951242160905,"Otu00002"
"29","Low Fat_Stevia",0.0390722219751,"Otu00006"
"30","Low Fat_Stevia",0.034990342210136,"Otu00013"
"31","Low Fat_Stevia",0.032716771398055,"Otu00009"
"32","Low Fat_Stevia",0.030948692486891,"Otu00014"
"33","Low Fat_Stevia",0.030534366157737,"Otu00023"
"34","Low Fat_Stevia",0.030301642866734,"Otu00005"
"35","Low Fat_Stevia",0.030265284715903,"Otu00004"
"36","Low Fat_Stevia",0.027941028270056,"Otu00011"
"37","Low Fat_Stevia",0.027895468343965,"Otu00012"
"38","High Fat_Saccharin",0.0767661709506745,"Otu00002"
"39","High Fat_Saccharin",0.0678733381107415,"Otu00001"
"40","High Fat_Saccharin",0.057763622974811,"Otu00005"
"41","High Fat_Saccharin",0.044728128055356,"Otu00006"
"42","High Fat_Saccharin",0.035292198409681,"Otu00004"
"43","High Fat_Saccharin",0.034921056115116,"Otu00012"
"44","High Fat_Saccharin",0.03445206962316,"Otu00011"
"45","High Fat_Saccharin",0.031492776575507,"Otu00013"
"46","High Fat_Saccharin",0.0294721113977,"Otu00009"
"47","High Fat_Saccharin",0.027848807320108,"Otu00003"
"48","High Fat_Saccharin",0.027311449746275,"Otu00010"
"49","High Fat_Saccharin",0.026293346383813,"Otu00008"
"50","High Fat_Stevia",0.0623989203885437,"Otu00002"
"51","High Fat_Stevia",0.0597143570152103,"Otu00001"
"52","High Fat_Stevia",0.045365029838787,"Otu00006"
"53","High Fat_Stevia",0.045337326455814,"Otu00005"
"54","High Fat_Stevia",0.042653431738707,"Otu00013"
"55","High Fat_Stevia",0.037700837417709,"Otu00014"
"56","High Fat_Stevia",0.035620872899207,"Otu00009"
"57","High Fat_Stevia",0.035543017377597,"Otu00012"
"58","High Fat_Stevia",0.032785856154093,"Otu00004"
"59","High Fat_Stevia",0.032688487045818,"Otu00011"
"60","High Fat_Stevia",0.031864705033262,"Otu00010"
"61","High Fat_Stevia",0.028880838460984,"Otu00008"
"62","Saccharin_Stevia",0.067308133597493,"Otu00002"
"63","Saccharin_Stevia",0.06417120801082,"Otu00001"
"64","Saccharin_Stevia",0.056104605553279,"Otu00005"
"65","Saccharin_Stevia",0.040301565113869,"Otu00006"
"66","Saccharin_Stevia",0.03515340213061,"Otu00013"
"67","Saccharin_Stevia",0.035022655204849,"Otu00012"
"68","Saccharin_Stevia",0.034692194989161,"Otu00004"
"69","Saccharin_Stevia",0.034623484662677,"Otu00014"
"70","Saccharin_Stevia",0.032657000125746,"Otu00009"
"71","Saccharin_Stevia",0.032608740589493,"Otu00010"
"72","Saccharin_Stevia",0.032164227149967,"Otu00008"
"73","Saccharin_Stevia",0.025877136379858,"Otu00003"
"74","Pre-treatment_Post-treatment",0.0657816380180444,"Otu00001"
"75","Pre-treatment_Post-treatment",0.0558450499251556,"Otu00002"
"76","Pre-treatment_Post-treatment",0.046211078130068,"Otu00005"
"77","Pre-treatment_Post-treatment",0.041954173641241,"Otu00006"
"78","Pre-treatment_Post-treatment",0.037415145469036,"Otu00008"
"79","Pre-treatment_Post-treatment",0.036024551642798,"Otu00007"
"80","Pre-treatment_Post-treatment",0.035147353693554,"Otu00004"
"81","Pre-treatment_Post-treatment",0.035003303722319,"Otu00012"
"82","Pre-treatment_Post-treatment",0.034665284068417,"Otu00013"
"83","Pre-treatment_Post-treatment",0.031336474903098,"Otu00011"
"84","Pre-treatment_Post-treatment",0.028957445528714,"Otu00014"
"85","Pre-treatment_Post-treatment",0.028173433070773,"Otu00010"
"86","Male_Female",0.0657272467149702,"Otu00001"
"87","Male_Female",0.0564024837693108,"Otu00002"
"88","Male_Female",0.052187051386933,"Otu00006"
"89","Male_Female",0.044138915491919,"Otu00005"
"90","Male_Female",0.039295828664298,"Otu00007"
"91","Male_Female",0.038452353200222,"Otu00013"
"92","Male_Female",0.038062200317053,"Otu00008"
"93","Male_Female",0.033394859304633,"Otu00011"
"94","Male_Female",0.03273524515374,"Otu00004"
"95","Male_Female",0.030860984992009,"Otu00009"
"96","Male_Female",0.028120205789376,"Otu00012"
"97","Male_Female",0.026358859857319,"Otu00003"
