Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
Low Fat_Saccharin,0.039805391,Otu00012,0.001079836,0.005543159,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.003670881,0.00318113,0.066422285,0.037559764
Low Fat_Saccharin,0.037473748,Otu00001,0.713182911,0.77345189,Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus,0.10886258,0.051480248,0.098038442,0.057276214
Low Fat_Saccharin,0.035784619,Otu00010,0.000237061,0.002607675,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_9,0.008114419,0.005272128,0.064765424,0.031369421
Low Fat_Saccharin,0.024967718,Otu00008,0.000551404,0.003266006,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.03965347,0.050801682,5.81E-05,0.000174338
Low Fat_Saccharin,0.024826746,Otu00009,0.216595493,0.349675845,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.016448981,0.028648457,0.041614691,0.035236241
Low Fat_Saccharin,0.020832647,Otu00021,0.002000891,0.008559368,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.033032613,0.029808323,5.81E-05,0.000174155
Low Fat_Saccharin,0.020739962,Otu00011,0.044182239,0.10309189,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.033021007,0.030355694,0.000640447,0.000682989
Low Fat_Saccharin,0.020656958,Otu00006,0.172775416,0.302356978,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_unclassified,0.032827599,0.049517006,0.000409052,0.00073371
Low Fat_Stevia,0.061092463,Otu00007,0.593190892,0.685432642,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.101626902,0.103826424,0.033181868,0.028067469
Low Fat_Stevia,0.054399691,Otu00014,9.55E-05,0.002607675,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0,0,0.087062914,0.02802722
Low Fat_Stevia,0.048235024,Otu00023,0.004360842,0.015989752,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.07915109,0.059428936,0.003854555,0.006302975
Low Fat_Stevia,0.047213869,Otu00004,0.000366224,0.002636525,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.012194069,0.011568253,0.087808481,0.029561007
Low Fat_Stevia,0.046258075,Otu00012,0.000371409,0.002636525,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_ge,0.003670881,0.00318113,0.077684787,0.019334441
Low Fat_Stevia,0.04333558,Otu00002,0.000816779,0.004492283,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.001896913,0.005818513,0.070368074,0.068986188
Low Fat_Stevia,0.042849481,Otu00010,0.000376646,0.002636525,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.008114419,0.005272128,0.076680713,0.036788413
Low Fat_Stevia,0.039478851,Otu00001,0.130719764,0.2396529,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Anaerotruncus,0.10886258,0.051480248,0.06617989,0.04713606
Low Fat_Stevia,0.024732917,Otu00008,0.001339872,0.006448135,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.03965347,0.050801682,0.000130719,0.000242044
Low Fat_Stevia,0.02233496,Otu00018,0.019383341,0.053304189,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.001254348,0.00138628,0.036586737,0.064846975
Low Fat_Stevia,0.021214086,Otu00003,0.007685794,0.022761775,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.033837011,0.019212545,0.062873232,0.02752718
Low Fat_Stevia,0.020688948,Otu00021,0.001799791,0.008151995,Proteobacteria - Betaproteobacteria - Burkholderiales - Alcaligenaceae - Parasutterella,0.033032613,0.029808323,0,0
Low Fat_Stevia,0.020636575,Otu00011,0.028446365,0.073012338,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.033021007,0.030355694,0.000394119,0.000543941
High Fat_Saccharin,0.137488466,Otu00002,0.757156352,0.809736654,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Oscillibacter,0.132911325,0.088061366,0.15332186,0.111776718
High Fat_Saccharin,0.060999352,Otu00001,0.200411075,0.335470712,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.069809321,0.020958514,0.098038442,0.057276214
High Fat_Saccharin,0.046667013,Otu00009,0.01846578,0.05266167,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.006997642,0.013375343,0.041614691,0.035236241
High Fat_Saccharin,0.042652508,Otu00004,0.964783978,0.964783978,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.104364382,0.03034977,0.100423194,0.040870261
High Fat_Saccharin,0.041551263,Otu00012,0.565992148,0.680959303,Firmicutes - Clostridia - Clostridiales - Peptococcaceae - uncultured,0.075658368,0.024513195,0.066422285,0.037559764
High Fat_Saccharin,0.040707062,Otu00003,0.046944727,0.106315999,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.06766556,0.026743591,0.041757083,0.021829115
High Fat_Saccharin,0.040497737,Otu00014,0.005410534,0.018936868,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - uncultured,0.06445697,0.027301251,0.031825778,0.010726954
High Fat_Saccharin,0.032481709,Otu00010,0.825282898,0.847290442,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_9,0.06030337,0.018478357,0.064765424,0.031369421
High Fat_Saccharin,0.026979943,Otu00046,0.066524944,0.146354876,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.022467673,0.034045794,0,0
High Fat_Saccharin,0.026391932,Otu00051,0.343843912,0.464490898,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.003844781,0.008346407,0.020684652,0.046768928
High Fat_Stevia,0.12738599,Otu00002,0.177665829,0.304005975,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.132911325,0.088061366,0.070368074,0.068986188
High Fat_Stevia,0.053567292,Otu00018,0.699785768,0.769764345,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Erysipelotrichaceae_unclassified,0.018824317,0.027331033,0.036586737,0.064846975
High Fat_Stevia,0.049941292,Otu00001,0.772694498,0.815033923,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Tyzzerella,0.069809321,0.020958514,0.06617989,0.04713606
High Fat_Stevia,0.044483969,Otu00014,0.101876059,0.196111413,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.06445697,0.027301251,0.087062914,0.02802722
High Fat_Stevia,0.044206897,Otu00004,0.248213079,0.382248142,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.104364382,0.03034977,0.087808481,0.029561007
High Fat_Stevia,0.0436316,Otu00010,0.441418327,0.557200183,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.06030337,0.018478357,0.076680713,0.036788413
High Fat_Stevia,0.038906509,Otu00007,0.071306325,0.15077019,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Acetatifactor,0.015475511,0.023894118,0.033181868,0.028067469
High Fat_Stevia,0.037262461,Otu00003,0.596415416,0.685432642,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.06766556,0.026743591,0.062873232,0.02752718
High Fat_Stevia,0.032135145,Otu00029,0.664812621,0.752802527,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.018904232,0.018304979,0.028160007,0.028686168
Saccharin_Stevia,0.134326538,Otu00002,0.082886624,0.167829026,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.15332186,0.111776718,0.070368074,0.068986188
Saccharin_Stevia,0.068139973,Otu00001,0.288653831,0.413288542,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - uncultured,0.098038442,0.057276214,0.06617989,0.04713606
Saccharin_Stevia,0.061893044,Otu00014,0.000532006,0.003266006,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnoclostridium,0.031825778,0.010726954,0.087062914,0.02802722
Saccharin_Stevia,0.044216985,Otu00004,0.289838718,0.413288542,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.100423194,0.040870261,0.087808481,0.029561007
Saccharin_Stevia,0.043239954,Otu00010,0.441418327,0.557200183,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Anaerotruncus,0.064765424,0.031369421,0.076680713,0.036788413
Saccharin_Stevia,0.042881874,Otu00018,0.329621484,0.461470078,Firmicutes - Clostridia - Clostridiales - Clostridiales_unclassified - Clostridiales_unclassified,0.008542922,0.012049442,0.036586737,0.064846975
Saccharin_Stevia,0.039956586,Otu00009,0.085004312,0.167829026,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Turicibacter,0.041614691,0.035236241,0.015793859,0.018108464
Saccharin_Stevia,0.036748356,Otu00012,0.289543008,0.413288542,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.066422285,0.037559764,0.077684787,0.019334441
Male_Female,0.091548502,Otu00002,0.269829912,0.407390259,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.062490586,0.076107375,0.112954546,0.110452915
Male_Female,0.053207703,Otu00007,0.392626373,0.51241069,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_6,0.035451111,0.072461584,0.049456857,0.063850747
Male_Female,0.046483867,Otu00004,0.836949778,0.847962276,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.076331662,0.045446837,0.0718626,0.052618433
Male_Female,0.045643825,Otu00001,0.526749518,0.654188918,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.091009771,0.037701912,0.082806606,0.057597345
Male_Female,0.038294214,Otu00012,0.223101893,0.35058869,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.048343694,0.041054453,0.059262582,0.037964432
Male_Female,0.036217801,Otu00014,0.554098657,0.677231692,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.046306126,0.040132428,0.040529877,0.037561567
Male_Female,0.034847789,Otu00010,0.590652432,0.685432642,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.04969033,0.039379043,0.051432394,0.034371309
Male_Female,0.034529475,Otu00023,0.217979747,0.349675845,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_unclassified,0.023527338,0.049437397,0.028810136,0.042644044
Male_Female,0.025946254,Otu00003,0.342478133,0.464490898,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.044830629,0.019230016,0.05662269,0.032504773
Male_Female,0.023905545,Otu00009,0.683344548,0.762572901,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.022651486,0.02543204,0.017812496,0.030516929
Male_Female,0.023746389,Otu00018,0.130130973,0.2396529,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.028690886,0.046155052,0.001950365,0.001889473
Male_Female,0.017740458,Otu00029,0.355411258,0.471839085,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Erysipelatoclostridium,0.006098229,0.006927823,0.021196861,0.025353816
Male_Female,0.017085083,Otu00008,0.791720519,0.823817296,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnoclostridium,0.005148615,0.014054734,0.016968244,0.04196235
