"","Comparison","SIMPER","OTU"
"1","Low Fat_High Fat",0.261515930656891,"Otu00001"
"2","Low Fat_High Fat",0.146460841145042,"Otu00002"
"3","Low Fat_Saccharin",0.221153428789711,"Otu00001"
"4","Low Fat_Saccharin",0.180040529076884,"Otu00002"
"5","Low Fat_Stevia",0.257679224117536,"Otu00001"
"6","Low Fat_Stevia",0.140077283794892,"Otu00010"
"7","High Fat_Saccharin",0.225410232798825,"Otu00002"
"8","High Fat_Saccharin",0.140710684326357,"Otu00012"
"9","High Fat_Saccharin",0.122230560489446,"Otu00010"
"10","High Fat_Stevia",0.204758331153999,"Otu00002"
"11","High Fat_Stevia",0.146531898462379,"Otu00010"
"12","High Fat_Stevia",0.130050045434619,"Otu00012"
"13","Saccharin_Stevia",0.221330410775324,"Otu00002"
"14","Saccharin_Stevia",0.151041097757805,"Otu00010"
"15","Male_Female",0.18636825238022,"Otu00001"
"16","Male_Female",0.162995117566147,"Otu00002"
"17","Male_Female",0.128141868909445,"Otu00010"
