"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"Low Fat_High Fat",0.261515930656891,"Otu00001",0.000605172262538038,0.00416183267211806,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.453282859549073,0.111942318097987,0.219070502018367,0.03433539977599
"2",2,"Low Fat_High Fat",0.146460841145042,"Otu00002",0.00357375684208893,0.0101256443859186,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia",0.00189691258614714,0.0058185129323185,0.132911325485343,0.0880613660083658
"3",3,"Low Fat_Saccharin",0.221153428789711,"Otu00001",0.00328861430384796,0.0101256443859186,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides",0.453282859549073,0.111942318097987,0.275802623672664,0.0350832335182705
"4",4,"Low Fat_Saccharin",0.180040529076884,"Otu00002",0.00018940954875338,0.00321996232880746,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.00189691258614714,0.0058185129323185,0.153438055165932,0.111772141133741
"5",5,"Low Fat_Stevia",0.257679224117536,"Otu00001",0.00073444105978554,0.00416183267211806,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.453282859549073,0.111942318097987,0.218770643943324,0.0341680537598123
"6",6,"Low Fat_Stevia",0.140077283794892,"Otu00010",0.0018719402925698,0.00795574624342166,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0800025348672332,0.0364040224158939,0.204019390606266,0.0734982531885958
"7",7,"High Fat_Saccharin",0.225410232798825,"Otu00002",0.757156352030971,0.757156352030971,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.132911325485343,0.0880613660083658,0.153438055165932,0.111772141133741
"8",8,"High Fat_Saccharin",0.140710684326357,"Otu00012",0.691102223844845,0.744080833745434,"Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma",0.216610072346967,0.0515833928726001,0.235084386176853,0.076432385444483
"9",9,"High Fat_Saccharin",0.122230560489446,"Otu00010",0.565992148195786,0.687276179952026,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.169321192503554,0.0392564050367279,0.194518026586305,0.0731983422379726
"10",10,"High Fat_Stevia",0.204758331153999,"Otu00002",0.177665829328151,0.335591010953174,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium",0.132911325485343,0.0880613660083658,0.0703680736641404,0.0689861884590912
"11",11,"High Fat_Stevia",0.146531898462379,"Otu00010",0.248213078989923,0.421962234282869,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.169321192503554,0.0392564050367279,0.204019390606266,0.0734982531885958
"12",12,"High Fat_Stevia",0.130050045434619,"Otu00012",0.123657710402833,0.26277263460602,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.216610072346967,0.0515833928726001,0.251476754753558,0.0524612709462459
"13",13,"Saccharin_Stevia",0.221330410775324,"Otu00002",0.0832645166635505,0.202213826182908,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.153438055165932,0.111772141133741,0.0703680736641404,0.0689861884590912
"14",14,"Saccharin_Stevia",0.151041097757805,"Otu00010",0.700311372936879,0.744080833745434,"Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus",0.194518026586305,0.0731983422379726,0.204019390606266,0.0734982531885958
"15",15,"Male_Female",0.18636825238022,"Otu00001",0.447657330862756,0.634181218722237,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group",0.281953336374865,0.0996598841702285,0.314538434639391,0.135836278030577
"16",16,"Male_Female",0.162995117566147,"Otu00002",0.284021411549148,0.438942181485046,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Oscillibacter",0.0624905863008924,0.0761073754572329,0.113012643756667,0.110473231350004
"17",17,"Male_Female",0.128141868909445,"Otu00010",0.506427552268617,0.662251414505115,"Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge",0.167255216797476,0.0810044867787613,0.149785530165368,0.0692658372647047
