Group,Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
Pre,Low Fat_Saccharin,0.146822047,Otu00012,0.870282772,0.870282772,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.227916149,0.054439702,0.225889322,0.053835046
Pre,Low Fat_Stevia,0.258387317,Otu00001,0.593954675,0.721230677,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.392758023,0.11029461,0.367860441,0.082490656
Pre,Low Fat_Stevia,0.201669299,Otu00012,0.091373937,0.185783882,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.227916149,0.054439702,0.285739693,0.07333459
Pre,High Fat_Saccharin,0.344540677,Otu00001,0.565992148,0.712730853,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.418238899,0.193011544,0.423082348,0.090509419
Pre,High Fat_Stevia,0.352938795,Otu00001,0.335923813,0.475892069,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.418238899,0.193011544,0.367860441,0.082490656
Pre,Saccharin_Stevia,0.272105108,Otu00001,0.210961629,0.333613739,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma,0.423082348,0.090509419,0.367860441,0.082490656
Pre,Saccharin_Stevia,0.213606142,Otu00012,0.12365771,0.221282219,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.225889322,0.053835046,0.285739693,0.07333459
Pre,Male_Female,0.30541964,Otu00001,0.00173489,0.009074809,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.337483286,0.111300687,0.464869768,0.103061516
Post,Low Fat_High Fat,0.261515931,Otu00001,0.000605172,0.007553153,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.45328286,0.111942318,0.219070502,0.0343354
Post,Low Fat_High Fat,0.146460841,Otu00002,0.003573757,0.014295027,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.001896913,0.005818513,0.132911325,0.088061366
Post,Low Fat_Saccharin,0.221153429,Otu00001,0.003288614,0.013976611,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.45328286,0.111942318,0.275802624,0.035083234
Post,Low Fat_Saccharin,0.180040529,Otu00002,0.00018941,0.005628119,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.001896913,0.005818513,0.153438055,0.111772141
Post,Low Fat_Stevia,0.257679224,Otu00001,0.000734441,0.007553153,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.45328286,0.111942318,0.218770644,0.034168054
Post,Low Fat_Stevia,0.140077284,Otu00010,0.00187194,0.009092281,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.080002535,0.036404022,0.204019391,0.073498253
Post,High Fat_Saccharin,0.225410233,Otu00002,0.757156352,0.804478624,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.132911325,0.088061366,0.153438055,0.111772141
Post,High Fat_Saccharin,0.140710684,Otu00012,0.691102224,0.785109978,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma,0.216610072,0.051583393,0.235084386,0.076432385
Post,High Fat_Saccharin,0.12223056,Otu00010,0.565992148,0.712730853,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.169321193,0.039256405,0.194518027,0.073198342
Post,High Fat_Stevia,0.204758331,Otu00002,0.177665829,0.30203191,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.132911325,0.088061366,0.070368074,0.068986188
Post,High Fat_Stevia,0.146531898,Otu00010,0.248213079,0.383602031,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.169321193,0.039256405,0.204019391,0.073498253
Post,High Fat_Stevia,0.130050045,Otu00012,0.12365771,0.221282219,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.216610072,0.051583393,0.251476755,0.052461271
Post,Saccharin_Stevia,0.221330411,Otu00002,0.083264517,0.185783882,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.153438055,0.111772141,0.070368074,0.068986188
Post,Saccharin_Stevia,0.151041098,Otu00010,0.700311373,0.785109978,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0.194518027,0.073198342,0.204019391,0.073498253
Post,Male_Female,0.186368252,Otu00001,0.447657331,0.621238745,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.281953336,0.099659884,0.314538435,0.135836278
Post,Male_Female,0.162995118,Otu00002,0.284021412,0.419857739,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Oscillibacter,0.062490586,0.076107375,0.113012644,0.110473231
Post,Male_Female,0.128141869,Otu00010,0.506427552,0.684838818,Firmicutes - Clostridia - Clostridiales - Clostridiales_vadinBB60_group - Clostridiales_vadinBB60_group_ge,0.167255217,0.081004487,0.14978553,0.069265837
High Fat,Pre-treatment_Post-treatment,0.270177042,Otu00001,0.102344988,0.198841692,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - NA,0.418238899,0.193011544,0.219070502,0.0343354
High Fat,Pre-treatment_Post-treatment,0.135963208,Otu00002,0.05750182,0.144819399,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - NA,0.025995677,0.02185454,0.132911325,0.088061366
High Fat,Male_Female,0.272906108,Otu00001,0.075560568,0.177176503,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - NA,0.258621633,0.129023153,0.393696035,0.190882597
High Fat,Male_Female,0.155315633,Otu00012,0.062055502,0.15070622,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - NA,0.279114989,0.112614592,0.189946428,0.056878899
Low Fat,Pre-treatment_Post-treatment,0.252292285,Otu00001,0.15092695,0.263154682,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - NA,0.392758023,0.11029461,0.45328286,0.111942318
Low Fat,Pre-treatment_Post-treatment,0.196693331,Otu00023,0.001190587,0.009074809,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - NA,0.006099599,0.017008193,0.108325782,0.078106596
Low Fat,Male_Female,0.277725059,Otu00001,0.034293721,0.097165543,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - NA,0.36895756,0.101053462,0.477083323,0.100121043
Low Fat,Male_Female,0.149965511,Otu00023,0.845198385,0.857813286,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - NA,0.072461005,0.093673887,0.041964377,0.053889637
Saccharin,Pre-treatment_Post-treatment,0.220360918,Otu00001,0.001720144,0.009074809,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - NA,0.423082348,0.090509419,0.275802624,0.035083234
Saccharin,Pre-treatment_Post-treatment,0.175604939,Otu00002,0.037977204,0.103297994,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - NA,0.045500452,0.025232776,0.153438055,0.111772141
Saccharin,Female_Male,0.189916677,Otu00001,0.593954675,0.721230677,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - NA,0.363859571,0.119325987,0.331421129,0.075751788
Saccharin,Female_Male,0.188225871,Otu00002,0.032969381,0.097165543,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - NA,0.141057835,0.111194842,0.047483526,0.032227187
Stevia,Pre-treatment_Post-treatment,0.202562739,Otu00001,0.00077753,0.007553153,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - NA,0.367860441,0.082490656,0.218770644,0.034168054
Stevia,Pre-treatment_Post-treatment,0.147162717,Otu00010,0.006322948,0.022629497,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - NA,0.09983317,0.02126798,0.204019391,0.073498253
Stevia,Pre-treatment_Post-treatment,0.118556073,Otu00014,0.000331066,0.005628119,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - NA,0,0,0.087259389,0.028016498
Stevia,Female_Male,0.179989609,Otu00001,0.528612125,0.69126201,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - NA,0.308793804,0.112561172,0.27783728,0.086348854
Stevia,Female_Male,0.135661539,Otu00010,0.752713806,0.804478624,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - NA,0.159819355,0.081958273,0.144033205,0.072093586
Stevia,Female_Male,0.128423539,Otu00012,0.092891941,0.185783882,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - NA,0.247054672,0.036791257,0.290161776,0.079909555
