"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"Pre-treatment_Post-treatment",0.308649966247691,"Otu00001",0.000928533422466157,0.00185706684493231,"Bacteroidetes - NA - NA - NA - NA",0.473322810434477,0.0793593792715829,0.323958883517455,0.0445474652820236
"2",2,"Female_Male",0.353487460843393,"Otu00010",0.00768579405521325,0.00768579405521325,"Verrucomicrobia - NA - NA - NA - NA",0.392338876115351,0.0782906882568404,0.535516681019626,0.101077279966957
