"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"Pre-treatment_Post-treatment",0.36751841038144,"Otu00001",0.0850890728162038,0.0850890728162038,"Bacteroidetes - NA - NA - NA - NA",0.490098741557137,0.180906052404585,0.316281886747337,0.0535525110395978
"2",2,"Male_Female",0.383841471132518,"Otu00010",0.0128512401874964,0.0257024803749929,"Verrucomicrobia - NA - NA - NA - NA",0.559422059048886,0.125893110895751,0.378987797215484,0.123377678388591
