"","Comparison","SIMPER","OTU"
"1","Pre-treatment_Post-treatment",0.202562738608435,"Otu00001"
"2","Pre-treatment_Post-treatment",0.147162716680692,"Otu00010"
"3","Pre-treatment_Post-treatment",0.118556072660055,"Otu00014"
"4","Female_Male",0.1799896094376,"Otu00001"
"5","Female_Male",0.135661538942494,"Otu00010"
"6","Female_Male",0.128423538811082,"Otu00012"
