Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
Low Fat_High Fat,0.061429368,Otu00004,0.008815858,0.060246282,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.013201607,0.014010897,0.112074617,0.026602158
Low Fat_High Fat,0.042826943,Otu00012,0.008815858,0.060246282,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.003668775,0.003939375,0.07252078,0.028538051
Low Fat_High Fat,0.04197298,Otu00014,0.005345677,0.060246282,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0,0,0.067444908,0.023068542
Low Fat_High Fat,0.026742865,Otu00010,0.008815858,0.060246282,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.008142253,0.006926736,0.051182388,0.013731813
Low Fat_High Fat,0.025122404,Otu00033,0.008610706,0.060246282,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.042171109,0.037270788,0.002101021,0.000636675
Low Fat_Saccharin,0.057419035,Otu00004,0.013902988,0.060246282,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.013201607,0.014010897,0.102888258,0.016225748
Low Fat_Saccharin,0.047804209,Otu00010,0.013902988,0.060246282,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.008142253,0.006926736,0.082825434,0.039540031
Low Fat_Saccharin,0.034897902,Otu00002,0.010515246,0.060246282,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.000103788,0.000232078,0.0545488,0.042948831
Low Fat_Saccharin,0.02123266,Otu00014,0.007290358,0.060246282,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0,0,0.033154937,0.015238002
Low Fat_Stevia,0.057166997,Otu00014,0.007290358,0.060246282,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0,0,0.090916493,0.031344848
Low Fat_Stevia,0.044426768,Otu00004,0.013902988,0.060246282,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.013201607,0.014010897,0.08400894,0.021092831
Low Fat_Stevia,0.043576715,Otu00018,0.013505229,0.060246282,Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus,0.000522215,0.000638232,0.069894092,0.082722841
Low Fat_Stevia,0.043441528,Otu00002,0.010515246,0.060246282,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.000103788,0.000232078,0.069279111,0.081266476
