"","Comparison","SIMPER","OTU"
"1","Pre-treatment_Post-treatment",0.0719259637774954,"Otu00002"
"2","Pre-treatment_Post-treatment",0.0667132174719716,"Otu00013"
"3","Pre-treatment_Post-treatment",0.062937297680823,"Otu00005"
"4","Pre-treatment_Post-treatment",0.04409813687923,"Otu00001"
"5","Pre-treatment_Post-treatment",0.043165301725568,"Otu00012"
"6","Pre-treatment_Post-treatment",0.042692212710607,"Otu00014"
"7","Pre-treatment_Post-treatment",0.04019162618152,"Otu00009"
"8","Pre-treatment_Post-treatment",0.038324978264751,"Otu00004"
"9","Pre-treatment_Post-treatment",0.031204679228723,"Otu00021"
"10","Pre-treatment_Post-treatment",0.025813089281236,"Otu00003"
"11","Pre-treatment_Post-treatment",0.02520156706339,"Otu00010"
