Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
Low Fat_Stevia,0.042849481,Otu00010,0.000376646,0.002191397,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.008114419,0.005272128,0.076680713,0.036788413
Low Fat_Saccharin,0.024967718,Otu00008,0.000551404,0.002714603,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma,0.03965347,0.050801682,5.81E-05,0.000174338
Saccharin_Stevia,0.061893044,Otu00014,0.000532006,0.002714603,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0.031825778,0.010726954,0.087062914,0.02802722
Low Fat_Stevia,0.04333558,Otu00002,0.000816779,0.003733846,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.001896913,0.005818513,0.070368074,0.068986188
Low Fat_Saccharin,0.039805391,Otu00012,0.001079836,0.004607301,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.003670881,0.00318113,0.066422285,0.037559764
Low Fat_Stevia,0.024732917,Otu00008,0.001339872,0.005359489,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma,0.03965347,0.050801682,0.000130719,0.000242044
Low Fat_Stevia,0.020688948,Otu00021,0.001799791,0.006775684,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.033032613,0.029808323,0,0
Low Fat_Saccharin,0.020832647,Otu00021,0.002000891,0.00711428,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.033032613,0.029808323,5.81E-05,0.000174155
Low Fat_Saccharin,0.057425168,Otu00004,0.002747188,0.009253687,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.012194069,0.011568253,0.100423194,0.040870261
Low Fat_High Fat,0.082362465,Otu00002,0.003573757,0.011436022,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.001896913,0.005818513,0.132911325,0.088061366
Low Fat_Stevia,0.048235024,Otu00023,0.004360842,0.013290184,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.07915109,0.059428936,0.003854555,0.006302975
High Fat_Saccharin,0.040497737,Otu00014,0.005410534,0.015739735,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0.06445697,0.027301251,0.031825778,0.010726954
Low Fat_High Fat,0.047085639,Otu00023,0.006181081,0.01719953,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.07915109,0.059428936,0.00702001,0.012358564
Low Fat_Saccharin,0.04767974,Otu00023,0.006560051,0.01749347,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.07915109,0.059428936,0.006283012,0.008023404
Low Fat_High Fat,0.023909666,Otu00003,0.007050729,0.018049867,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.033837011,0.019212545,0.06766556,0.026743591
Low Fat_Stevia,0.021214086,Otu00003,0.007685794,0.018918878,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.033837011,0.019212545,0.062873232,0.02752718
High Fat_Saccharin,0.046667013,Otu00009,0.01846578,0.043770738,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.006997642,0.013375343,0.041614691,0.035236241
Low Fat_Stevia,0.02233496,Otu00018,0.019383341,0.04430478,Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus,0.001254348,0.00138628,0.036586737,0.064846975
Low Fat_Saccharin,0.063040226,Otu00007,0.023709076,0.052323479,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.101626902,0.103826424,0.011926652,0.01800508
Low Fat_Stevia,0.020636575,Otu00011,0.028446365,0.06068558,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.033021007,0.030355694,0.000394119,0.000543941
Low Fat_High Fat,0.062523815,Otu00007,0.034122491,0.070446434,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.101626902,0.103826424,0.015475511,0.023894118
Low Fat_High Fat,0.020624154,Otu00011,0.043888313,0.085686766,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.033021007,0.030355694,0.000467379,0.000488341
Low Fat_Saccharin,0.020739962,Otu00011,0.044182239,0.085686766,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.033021007,0.030355694,0.000640447,0.000682989
High Fat_Saccharin,0.040707062,Otu00003,0.046944727,0.088366545,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.06766556,0.026743591,0.041757083,0.021829115
High Fat_Saccharin,0.026979943,Otu00046,0.066524944,0.121645611,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.022467673,0.034045794,0,0
Low Fat_High Fat,0.033392675,Otu00001,0.072448014,0.125315483,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.10886258,0.051480248,0.069809321,0.020958514
High Fat_Stevia,0.038906509,Otu00007,0.071306325,0.125315483,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.015475511,0.023894118,0.033181868,0.028067469
Saccharin_Stevia,0.134326538,Otu00002,0.082886624,0.139494256,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.15332186,0.111776718,0.070368074,0.068986188
Saccharin_Stevia,0.039956586,Otu00009,0.085004312,0.139494256,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.041614691,0.035236241,0.015793859,0.018108464
High Fat_Stevia,0.044483969,Otu00014,0.101876059,0.163001694,Firmicutes - Bacilli - Lactobacillales - Streptococcaceae - Lactococcus,0.06445697,0.027301251,0.087062914,0.02802722
Low Fat_Stevia,0.039478851,Otu00001,0.130719764,0.204050363,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.10886258,0.051480248,0.06617989,0.04713606
Low Fat_High Fat,0.020496184,Otu00006,0.172775416,0.257154108,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.032827599,0.049517006,0.00233516,0.005143558
Low Fat_Saccharin,0.020656958,Otu00006,0.172775416,0.257154108,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.032827599,0.049517006,0.000409052,0.00073371
High Fat_Stevia,0.12738599,Otu00002,0.177665829,0.258423024,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.132911325,0.088061366,0.070368074,0.068986188
High Fat_Saccharin,0.060999352,Otu00001,0.200411075,0.285029084,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.069809321,0.020958514,0.098038442,0.057276214
Low Fat_Saccharin,0.024826746,Otu00009,0.216595493,0.301350252,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.016448981,0.028648457,0.041614691,0.035236241
High Fat_Stevia,0.044206897,Otu00004,0.248213079,0.337992278,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.104364382,0.03034977,0.087808481,0.029561007
Saccharin_Stevia,0.068139973,Otu00001,0.288653831,0.370993559,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.098038442,0.057276214,0.06617989,0.04713606
Saccharin_Stevia,0.044216985,Otu00004,0.289838718,0.370993559,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.100423194,0.040870261,0.087808481,0.029561007
Saccharin_Stevia,0.036748356,Otu00012,0.289543008,0.370993559,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.066422285,0.037559764,0.077684787,0.019334441
Saccharin_Stevia,0.042881874,Otu00018,0.329621484,0.413642647,Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus,0.008542922,0.012049442,0.036586737,0.064846975
High Fat_Saccharin,0.026391932,Otu00051,0.343843912,0.423192507,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.003844781,0.008346407,0.020684652,0.046768928
High Fat_Stevia,0.0436316,Otu00010,0.441418327,0.523162461,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.06030337,0.018478357,0.076680713,0.036788413
Saccharin_Stevia,0.043239954,Otu00010,0.441418327,0.523162461,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.064765424,0.031369421,0.076680713,0.036788413
High Fat_Saccharin,0.041551263,Otu00012,0.565992148,0.658609045,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.075658368,0.024513195,0.066422285,0.037559764
Low Fat_Stevia,0.061092463,Otu00007,0.593190892,0.669659415,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.101626902,0.103826424,0.033181868,0.028067469
High Fat_Stevia,0.037262461,Otu00003,0.596415416,0.669659415,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.06766556,0.026743591,0.062873232,0.02752718
High Fat_Stevia,0.032135145,Otu00029,0.664812621,0.73358634,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_ge,0.018904232,0.018304979,0.028160007,0.028686168
High Fat_Stevia,0.053567292,Otu00018,0.699785768,0.759089647,Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus,0.018824317,0.027331033,0.036586737,0.064846975
Low Fat_Saccharin,0.037473748,Otu00001,0.713182911,0.760728439,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.10886258,0.051480248,0.098038442,0.057276214
High Fat_Saccharin,0.137488466,Otu00002,0.757156352,0.79439355,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.132911325,0.088061366,0.15332186,0.111776718
High Fat_Stevia,0.049941292,Otu00001,0.772694498,0.797620127,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.069809321,0.020958514,0.06617989,0.04713606
High Fat_Saccharin,0.032481709,Otu00010,0.825282898,0.838382627,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.06030337,0.018478357,0.064765424,0.031369421
High Fat_Saccharin,0.042652508,Otu00004,0.964783978,0.964783978,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.104364382,0.03034977,0.100423194,0.040870261
