"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"Low Fat_High Fat",0.0823624647178603,"Otu00002",0.00357375684208893,0.0137589638420424,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.00189691258614714,0.0058185129323185,0.132911325485343,0.0880613660083658
"2",2,"Low Fat_High Fat",0.0625238146953907,"Otu00007",0.0341224912413567,0.0847558653414345,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia",0.101626901723149,0.103826423743756,0.0154755109485421,0.0238941184304
"3",3,"Low Fat_High Fat",0.057558785434503,"Otu00004",0.000231122182119294,0.00260767545756281,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides",0.0121940685670442,0.0115682534014694,0.104364381620143,0.0303497696578087
"4",4,"Low Fat_High Fat",0.047085638897238,"Otu00023",0.00618108107299512,0.0206931844617663,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0791510898642625,0.059428936240384,0.00702000955521679,0.0123585639435065
"5",5,"Low Fat_High Fat",0.044966969809608,"Otu00012",0.000235566271685926,0.00260767545756281,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.00367088055035389,0.00318113014923917,0.0756583675818266,0.0245131952540159
"6",6,"Low Fat_High Fat",0.040266360684468,"Otu00014",7.0977311354283e-05,0.00260767545756281,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0,0,0.0644569697026297,0.02730125092069
"7",7,"Low Fat_High Fat",0.033392675346367,"Otu00001",0.0724480135297866,0.150770190318745,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.108862579703401,0.0514802478978445,0.0698093212870279,0.0209585135857916
"8",8,"Low Fat_High Fat",0.032586616847999,"Otu00010",0.000237061405232983,0.00260767545756281,"Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma",0.00811441906351256,0.00527212781258348,0.0603033701533755,0.0184783566295467
"9",9,"Low Fat_High Fat",0.024805316655554,"Otu00008",0.000346866729113481,0.0026365247215433,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge",0.0396534700821377,0.0508016819859484,0,0
"10",10,"Low Fat_High Fat",0.023909666369991,"Otu00003",0.00705072911042272,0.021716245660102,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium",0.0338370109940441,0.019212544957777,0.0676655595226923,0.02674359125986
