"","Comparison","SIMPER","OTU"
"1","Male_Female",0.0915485015006323,"Otu00002"
"2","Male_Female",0.0532077031750627,"Otu00007"
"3","Male_Female",0.046483866804575,"Otu00004"
"4","Male_Female",0.045643824883176,"Otu00001"
"5","Male_Female",0.038294213682602,"Otu00012"
"6","Male_Female",0.03621780102391,"Otu00014"
"7","Male_Female",0.034847789181542,"Otu00010"
"8","Male_Female",0.034529474525465,"Otu00023"
"9","Male_Female",0.025946254493352,"Otu00003"
"10","Male_Female",0.023905545096578,"Otu00009"
"11","Male_Female",0.023746389319452,"Otu00018"
"12","Male_Female",0.017740457989767,"Otu00029"
"13","Male_Female",0.017085083125942,"Otu00008"
