Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
Low Fat_High Fat,0.111895688,Otu00001,0.251071195,0.869087301,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.106934657,0.134523338,0.057251324,0.114182811
Low Fat_High Fat,0.07561499,Otu00006,1,1,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.048681388,0.064397564,0.07165183,0.097066583
Low Fat_High Fat,0.061189515,Otu00013,0.894641928,0.966624614,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.049083854,0.054261152,0.059605048,0.07459827
Low Fat_High Fat,0.057676637,Otu00005,0.094022045,0.869087301,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.037260338,0.028763812,0.0838579,0.063598775
Low Fat_High Fat,0.057665078,Otu00011,0.402411972,0.869087301,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.045103043,0.043442503,0.065375134,0.069248093
Low Fat_High Fat,0.057566558,Otu00007,0.322351566,0.869087301,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.058235949,0.102558928,0.011179856,0.022560401
Low Fat_High Fat,0.055511169,Otu00009,0.24659678,0.869087301,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.037591262,0.068701063,0.03122807,0.093684211
Low Fat_Saccharin,0.108230582,Otu00001,0.675464147,0.903790055,Tenericutes - Mollicutes - Anaeroplasmatales - Anaeroplasmataceae - Anaeroplasma,0.106934657,0.134523338,0.071688555,0.098947094
Low Fat_Saccharin,0.084708822,Otu00005,0.072448014,0.869087301,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.037260338,0.028763812,0.115047414,0.114382312
Low Fat_Saccharin,0.064268119,Otu00006,0.560848072,0.877897899,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium,0.048681388,0.064397564,0.063421943,0.074860586
