"","Comparison","SIMPER","OTU"
"1","Low Fat_High Fat",0.270614675931921,"Otu00001"
"2","Low Fat_High Fat",0.120055801525539,"Otu00012"
"3","Low Fat_High Fat",0.105060011223331,"Otu00002"
"4","Low Fat_Saccharin",0.219392473862405,"Otu00001"
"5","Low Fat_Saccharin",0.14662449191681,"Otu00002"
"6","Low Fat_Saccharin",0.125003638910761,"Otu00010"
"7","Low Fat_Stevia",0.242515828537322,"Otu00001"
"8","Low Fat_Stevia",0.11788470604181,"Otu00012"
"9","Low Fat_Stevia",0.11504010651174,"Otu00010"
"10","High Fat_Saccharin",0.250117253167571,"Otu00001"
"11","High Fat_Saccharin",0.148420562859098,"Otu00002"
"12","High Fat_Stevia",0.230052380069267,"Otu00001"
"13","High Fat_Stevia",0.149702443035366,"Otu00012"
"14","High Fat_Stevia",0.117757856622526,"Otu00002"
"15","Saccharin_Stevia",0.199316538717187,"Otu00001"
"16","Saccharin_Stevia",0.143711117082436,"Otu00002"
"17","Saccharin_Stevia",0.133304793900914,"Otu00010"
"18","Pre-treatment_Post-treatment",0.233641659894866,"Otu00001"
"19","Pre-treatment_Post-treatment",0.117944831740536,"Otu00002"
"20","Pre-treatment_Post-treatment",0.114389212120893,"Otu00012"
"21","Male_Female",0.23844413750988,"Otu00001"
"22","Male_Female",0.132142290713367,"Otu00012"
"23","Male_Female",0.117411297986455,"Otu00002"
